Artista,Genero,Origen_busqueda,Cancion,Year,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Listeners_LastFM,Playcount_LastFM,Artistas_Similares
Raoul French,funk,deep funk,Funktion Two,2010,3qf1ESb5wFQTuCQnyULPS0,1HemgYPfGVxqUC69KgINIB,0,"Raoul French 

House & Techno specialist.

Raoul French is one dance music's new breed of entrepreneurs, his sound truly comes from the underground through being a time served apprentice.Being raised in a musical family he learned to play the keyboard and drums from a early age. Around 1991 he started to get into electronic dance music being caught up in the whole rave scene which was sweeping the nation. It was at this time Raoul began to buy vinyl and learnt the art off real djing.",152,300,"Schneider  Groeneveld, James Searles, Positive Merge, Squoid, Jorden Paul"
Mike Turk,funk,deep funk,Funk in Deep Freeze,2010,5FF3uJZk9pZ6txuXhh0aIS,5g3g8GXpBZYpXSxVsw7Mcd,0,,151,1617,"Carlos Del Junco, Jerry Portnoy, Johnny Dyer, Paul Delay, George ""Harmonica"" Smith"
Hod O'Brien,funk,deep funk,Funk In Deep Freeze,2010,31LHhXoYoNlYrDjPrdcOYC,6nn8ADgypQJmI8LYkysVar,0,"Walter Howard ""Hod"" O'Brien (January 19, 1936 in Chicago – November 20, 2016) was an American jazz pianist.

O'Brien attended The Hotchkiss School and then studied at the Oberlin Conservatory and at the Manhattan School of Music (1954–57). He began playing professionally in 1950, and substituted for Randy Weston in 1955. He led his own group in Lenox, Massachusetts during 1956–57, then joined Oscar Pettiford in 1957–58, and J.R. Monterose/Elvin Jones in 1958–59.",541,3536,"Claude Diallo Trio, Thijs Cuppen trio, Jalazz, The Cecilia Coleman Quintet, Lisa Hilton"
Miquel Casany & Arturo Serra,funk,deep funk,Funk in Deep Freeze,2010,0Z6k0RxrXT7BhMfjBK7uKo,1tf5yIjHK3cUJMWrDnVNZx,0,,42,116,
Hank Mobley Quartet,funk,deep funk,Funk in Deep Freeze,2010,3Ddza7suJLQaO8KPs8SPgS,5MDk3b8eS0ev2FK63EMmF9,1,"Henry (Hank) Mobley (July 7, 1930 – May 30, 1986) was an American hard bop and soul jazz tenor saxophonist and composer. Mobley was described by Leonard Feather as the ""middleweight champion of the tenor saxophone"", a metaphor used to describe his tone that was neither as aggressive as John Coltrane nor as mellow as Stan Getz. His style was laid-back, subtle and melodic, especially in contrast with players like Sonny Rollins and John Coltrane, and it took many jazz connoisseurs until after his demise to fully appreciate his talent.",426747,3485248,"Lee Morgan, Dexter Gordon, Horace Silver, Jackie McLean, Sonny Rollins"
Andrea Imparato Quintet,funk,deep funk,Funk In Deep Freeze,2010,3zL36psQ4BiobbVXfiqCwx,5yrcqBjAi01y06ebds2lJS,0,,3,38,
Toni Traus Composer,funk,deep funk,Funky Chill Experience,2010,0HTUieeblQm9iWqkWAhLzh,4YjEivFJ6E7arRhmRrBo8D,0,,,,
Dumpstaphunk,funk,deep funk,Deeper,2010,6xmw90wDw1nJVoFD7ndXqC,14D2GvYb7WNfUuVA0nXjUD,7,"Dumpstaphunk is a New Orleans funk band formed in 2002 and fronted by Ivan Neville. 

Neville, a multi-instrumentalist, singer and songwriter, is the son of Aaron Neville and nephew to members of the Neville Brothers.

About Dumpstaphunk

A decade evolved from their debut at 2003′s New Orleans Jazz & Heritage Festival, Dumpstaphunk offers fans an unforgettable live experience steeped in the Big Easy tradition of a good time. The quintet features Ivan Neville on vocals",46256,260046,"Lettuce, The Motet, Maceo Parker, Galactic, Tower of Power"
Andru Pozzatron,funk,deep funk,Funk That - Mike Magaña ReFunk,2010,5UVsPlvLRuJEyUMKFpqtDr,3F9ssS4ZID49AxfsA354K4,0,"Influenced and inspired by the hip hop and dance music of the nineties and harboring a slight obsession with robots, Andru Pozzatron is quickly rising to the top of the pool of emerging, cutting-edge dance music DJs and producers. “I think that my attraction to house music is partially due to its ability to bring you out of any funk and my tracks are simply a reflection of this,” Andru says. “I make music to make people dance.”
 
And dance they do.",319,916,"Carbon Parlour, Rubberteeth, Kunter:Bunt, Tom EQ, Schenk"
Daniele Ravaioli,funk,deep funk,Deep Inside Me - Alternative House,2010,0EcdLOvV8OM5NlfL9A6c53,0GOqtU0IjoJ4lzGoN2OAQ4,0,"Daniele Ravaioli – Producer Artsits Manager In 1986 the passion of the deejay explodes in me, immediately introducing the use of the sampler in live performances, an absolute novelty then emerging. This makes me discover the world of music production. After moving to Rome my DJ Producer activity is very prolific: I divide the consoles of Goa, Akab and Alibi, with Roman DJs including Andrea Torre, Marco Trani, Farfa. I collaborate with radio programs in the capital (Radio Centro Suono",469,1299,"Britalics, Noisepickers, Pierandrea The Professor, Linda Diaferio, ElectroKingdom"
Daniele Ravaioli,funk,deep funk,Deep Inside Me - Instrumental Mix,2010,0WfD2GFNopDopV0clcS5cP,0GOqtU0IjoJ4lzGoN2OAQ4,0,"Daniele Ravaioli – Producer Artsits Manager In 1986 the passion of the deejay explodes in me, immediately introducing the use of the sampler in live performances, an absolute novelty then emerging. This makes me discover the world of music production. After moving to Rome my DJ Producer activity is very prolific: I divide the consoles of Goa, Akab and Alibi, with Roman DJs including Andrea Torre, Marco Trani, Farfa. I collaborate with radio programs in the capital (Radio Centro Suono",469,1299,"Britalics, Noisepickers, Pierandrea The Professor, Linda Diaferio, ElectroKingdom"
ARGENTI & ROSA,funk,deep funk,Funk in the Deep Freeze,2010,0OMIOJ6TlR4sSK9NAfOpI1,5yBDaHPh49PFqPRAuFMckx,0,,4,18,
Daniele Ravaioli,funk,deep funk,Deep Inside Me - Funky House Mix,2010,62xTbn0qWpd4QHQhSSocuX,0GOqtU0IjoJ4lzGoN2OAQ4,0,"Daniele Ravaioli – Producer Artsits Manager In 1986 the passion of the deejay explodes in me, immediately introducing the use of the sampler in live performances, an absolute novelty then emerging. This makes me discover the world of music production. After moving to Rome my DJ Producer activity is very prolific: I divide the consoles of Goa, Akab and Alibi, with Roman DJs including Andrea Torre, Marco Trani, Farfa. I collaborate with radio programs in the capital (Radio Centro Suono",469,1299,"Britalics, Noisepickers, Pierandrea The Professor, Linda Diaferio, ElectroKingdom"
Andru Pozzatron,funk,deep funk,Funk That - Go Go Bizkitt! Remix,2010,42drfcYZqhduZuDyFT7bOI,3F9ssS4ZID49AxfsA354K4,0,"Influenced and inspired by the hip hop and dance music of the nineties and harboring a slight obsession with robots, Andru Pozzatron is quickly rising to the top of the pool of emerging, cutting-edge dance music DJs and producers. “I think that my attraction to house music is partially due to its ability to bring you out of any funk and my tracks are simply a reflection of this,” Andru says. “I make music to make people dance.”
 
And dance they do.",319,916,"Carbon Parlour, Rubberteeth, Kunter:Bunt, Tom EQ, Schenk"
Andru Pozzatron,funk,deep funk,Funk That - Camouflage's Bumpin' Remix,2010,361Y02Df3UX74VW3DRNCXu,3F9ssS4ZID49AxfsA354K4,0,"Influenced and inspired by the hip hop and dance music of the nineties and harboring a slight obsession with robots, Andru Pozzatron is quickly rising to the top of the pool of emerging, cutting-edge dance music DJs and producers. “I think that my attraction to house music is partially due to its ability to bring you out of any funk and my tracks are simply a reflection of this,” Andru says. “I make music to make people dance.”
 
And dance they do.",319,916,"Carbon Parlour, Rubberteeth, Kunter:Bunt, Tom EQ, Schenk"
Funk Amp,funk,deep funk,Deep Freeze - Finger Bass Special Mix,2010,5UGtTAUMdoNaTiMwExUhRa,3tCCAVS96TahYqAdckL2Uk,0,,60,177,"Groove Gate, Nooxy, Fluido B, DJ Kenny Mitchell, Sam Pena"
Andru Pozzatron,funk,deep funk,Funk That - Corduroy Maverick's So Low Rubdown,2010,5IMY7IJaywmtts6gPxHjax,3F9ssS4ZID49AxfsA354K4,0,"Influenced and inspired by the hip hop and dance music of the nineties and harboring a slight obsession with robots, Andru Pozzatron is quickly rising to the top of the pool of emerging, cutting-edge dance music DJs and producers. “I think that my attraction to house music is partially due to its ability to bring you out of any funk and my tracks are simply a reflection of this,” Andru says. “I make music to make people dance.”
 
And dance they do.",319,916,"Carbon Parlour, Rubberteeth, Kunter:Bunt, Tom EQ, Schenk"
Tristan,funk,deep funk,Funkytown - Sezer Uysal's Deep City Remix,2010,6aX1OG1756JkztshZ2z0ir,6USLl86MGqd8bh2nVIAe5S,0,"There are multiple artists under the name Tristan :

1]. Tristan - a pop/folk group from Jakarta, Indonesia
2]. Tristan - Tristan Cooke is a DJ from The United Kingdom
3]. Tristan - a new band from The Netherlands

1]. Here’s a new, interesting group with interesting music concept. The name Tristan came from Latin tristis which means ‘sad’, a reference to the tragic fate of Tristram in a medieval story “Tristram and Isolde”. But being totally sad is not what two multitalented men behind the group",117373,1175221,"GMS, Ajja, Astrix, Electric Universe, Vini Vici"
3X Music,funk,deep funk,Funky Canada (South Blast Deep Remix),2010,6NPyuPs8WyXZnkQgLmLGG1,2xDxe5g911dEeoWrlO7Ohd,0,,137,538,"Amine Bahri, Jollify, Digiphorik, Das Cube, Waverockerz"
3X Music,funk,deep funk,Funky Canada - South Blast Deep Remix,2010,6CCU0Ev8AnffmIXY3tkZhK,3FLkeCrPsPQ0r2rJQm012w,0,,137,538,"Amine Bahri, Jollify, Digiphorik, Das Cube, Waverockerz"
Arnold Jarvis,funk,deep funk,What Goes Around - Vincent Kwok Vocal,2010,5d0OHX5BUR24iNIUVZLN8b,5W8clOVMTIf4IlBviVuoHQ,0,"Throughout his career, Arnold Jarvis has been nothing but consistent - consistent when it comes to getting noticed. His is a brilliant career that began at the prime of his youth. While only a teenager, his voice and talent landed him front and center of the Baltimore Gospel Choir for whom he was a prodigious soloist.

In 1984, modest academic pursuits led him to New York City. However, his talent and love of music did not lie dormant for long. He was drawn to music industry circles and was quickly embraced by them.",24152,98301,"Kenny Bobien, Joi Cardwell, Jihad Muhammad, Stephanie Cooke, Kimara Lovelace"
Ricardo Alvarez,funk,deep funk,(From Here We Walk) Unguarded - Deep Funky Remix,2010,77x9BHSlxy9wgPwW7BYLKR,3DKzCtbVVpEOrGpQCXXtAH,0,,56,155,
Julius Papp,funk,deep funk,Pacific State,2010,32Jxvfqe0GErg5HOsnloFz,5e5RpLVR1h4ALLwwIQUehA,0,"Julius Papp is a house music producer and DJ whose roots lie in Disco of the '70s and New Wave of the '80s.

He blends various styles together (including Latin, Afro, Disco, Jazz) with such fluidity that it is difficult at times to put a defining stamp on his sound. Contributing to that is his willingness to take a chance. He always tries to push the envelope by introducing music that may or may not go over well, but feels deserves the exposure. He takes his audience on a musical journey with various mood and energy changes.",41887,187896,"Satin Souls, Weekender, Naked Music NYC, Chuck Love, Central Living"
Arnold Jarvis,funk,deep funk,What Goes around - Vincent kwok vocal mix,2010,0ub9cem4UIAbvopRIsrgbI,5o68gyFlkaiDPSHKiuGico,0,"Throughout his career, Arnold Jarvis has been nothing but consistent - consistent when it comes to getting noticed. His is a brilliant career that began at the prime of his youth. While only a teenager, his voice and talent landed him front and center of the Baltimore Gospel Choir for whom he was a prodigious soloist.

In 1984, modest academic pursuits led him to New York City. However, his talent and love of music did not lie dormant for long. He was drawn to music industry circles and was quickly embraced by them.",24152,98301,"Kenny Bobien, Joi Cardwell, Jihad Muhammad, Stephanie Cooke, Kimara Lovelace"
Franck Roger,funk,deep funk,Can You Dig It ? - Beat-a-Pella,2010,3dKaqQPEJveQz8brlfGZfn,3lWjdakZlFNrjf9R5fUVLd,0,"DJ since 13 years now and producer since 7 years Franck Roger has fully understood that making music and spread
worldwide the House Music message is the most important thing in his life...

Indeed, Franck has multiplied the releases on labels as prestigious and well respected on the international scene as Kenlou (Kenny Dope and Louie Vega / USA) Versatile (Dj Gilb'r / France), Crash (Dino & Terry / Canada), Flowers (Japan), Needs (Germany), BBE (UK), Defected rds, Sole Channel, King Street,Especial (Japan), Spacekat (UK).",37681,169390,"Fred Everything, DJ Steaw, Sebb Junior, Demarkus Lewis, Jovonn"
Dionigi,funk,deep funk,Deep Funk - Deep Angel,2010,06Zl96lsjBSwIAyiyd8rt6,3IbIkN3fPSlIbJiGctgSLx,0,,6465,31420,"Bonnie & Klein, Marcello Giordani, Ilya Santana, Plastic Robots, Mirror People"
Oracy,funk,deep funk,Funk Advice,2010,6wRFKb4l994qYz75YNNDFb,2D1TKTgyGZwtsZ14STmChW,6,Mojuba mainstay Oracy has consistently provided some of the Berlin label’s biggest highlights.,2890,13935,"Servo Unique, QX-1, Soundso, Nick Solé, Nick Sole"
Julius Papp,funk,deep funk,A Thousand Years - Sunrise Vocal Extended Mix,2010,5RwQZK5FVCepwmXzJbf3RM,5e5RpLVR1h4ALLwwIQUehA,0,"Julius Papp is a house music producer and DJ whose roots lie in Disco of the '70s and New Wave of the '80s.

He blends various styles together (including Latin, Afro, Disco, Jazz) with such fluidity that it is difficult at times to put a defining stamp on his sound. Contributing to that is his willingness to take a chance. He always tries to push the envelope by introducing music that may or may not go over well, but feels deserves the exposure. He takes his audience on a musical journey with various mood and energy changes.",41887,187896,"Satin Souls, Weekender, Naked Music NYC, Chuck Love, Central Living"
David Courtin,funk,deep funk,Dirty Sexy Bastard - Yann Cortella Deep Funky House Bastard Club Mix,2010,2toFa4Dhc6yblJ7R5Jmp2K,7t3Lmr8izgoeOqGWMLWzKb,0,,501,6279,"Les Matchboxx, Monsieur Lune, Deux (En chiffres), Darius Villain, [inconnu]"
Arnold Jarvis,funk,deep funk,What Goes Around - Vincent Kwok Vocal,2010,6PaxVZMouDdC9YiUPK0rd1,02M34fpMXJIr7nAy63Bnwb,0,"Throughout his career, Arnold Jarvis has been nothing but consistent - consistent when it comes to getting noticed. His is a brilliant career that began at the prime of his youth. While only a teenager, his voice and talent landed him front and center of the Baltimore Gospel Choir for whom he was a prodigious soloist.

In 1984, modest academic pursuits led him to New York City. However, his talent and love of music did not lie dormant for long. He was drawn to music industry circles and was quickly embraced by them.",24152,98301,"Kenny Bobien, Joi Cardwell, Jihad Muhammad, Stephanie Cooke, Kimara Lovelace"
Arnold Jarvis,funk,deep funk,What Goes Around - Vincent Kwok Vocal Mix,2010,0SWuJjZvKehyRVhYmMChoc,2QRokILsDysYG7Wt5R9evb,0,"Throughout his career, Arnold Jarvis has been nothing but consistent - consistent when it comes to getting noticed. His is a brilliant career that began at the prime of his youth. While only a teenager, his voice and talent landed him front and center of the Baltimore Gospel Choir for whom he was a prodigious soloist.

In 1984, modest academic pursuits led him to New York City. However, his talent and love of music did not lie dormant for long. He was drawn to music industry circles and was quickly embraced by them.",24152,98301,"Kenny Bobien, Joi Cardwell, Jihad Muhammad, Stephanie Cooke, Kimara Lovelace"
Dionigi,funk,deep funk,Sangue Latino - Original Mix,2010,2OKICxz51TXAObrIrfyKzI,0aeZ7uNuH6iaJCIlESNOVm,0,,6465,31420,"Bonnie & Klein, Marcello Giordani, Ilya Santana, Plastic Robots, Mirror People"
Dionigi,funk,deep funk,Save Gaia - Original Mix,2010,4hSSdW1LlN13c1oOHCpAIn,0aeZ7uNuH6iaJCIlESNOVm,0,,6465,31420,"Bonnie & Klein, Marcello Giordani, Ilya Santana, Plastic Robots, Mirror People"
Dionigi,funk,deep funk,French Humanoid - Original Mix,2010,7ETgvpJTrrIXdwoN6Jy04Q,0aeZ7uNuH6iaJCIlESNOVm,0,,6465,31420,"Bonnie & Klein, Marcello Giordani, Ilya Santana, Plastic Robots, Mirror People"
Dionigi,funk,deep funk,Bonshiva Funk - Original Mix,2010,0YwFtPydf3W8YKqL46KxJw,0aeZ7uNuH6iaJCIlESNOVm,0,,6465,31420,"Bonnie & Klein, Marcello Giordani, Ilya Santana, Plastic Robots, Mirror People"
Dionigi,funk,deep funk,Time To Clap The Hands - Original Mix,2010,255QYBnJ8NHwAoOdIESIHH,0aeZ7uNuH6iaJCIlESNOVm,0,,6465,31420,"Bonnie & Klein, Marcello Giordani, Ilya Santana, Plastic Robots, Mirror People"
Dionigi,funk,deep funk,Strange Computer - Original Mix,2010,0kZWVwORuYVhP1FZv3dzHi,0aeZ7uNuH6iaJCIlESNOVm,0,,6465,31420,"Bonnie & Klein, Marcello Giordani, Ilya Santana, Plastic Robots, Mirror People"
HE3 Project,funk,deep funk,Rapture of the Deep,2010,2FjJbHE0J28WIi9zJxiBAt,5xi21gIcakSLoLnFOiyfqY,3,,751,4177,"Touch of Class, The Posse, Darwin's Theory, Coke Escovedo, Sir Joe Quarterman & Free Soul"
Kevin Yost,funk,deep funk,Return to the Deep,2010,7kULYQJIHbQbfQSNx5pwUk,4v56A0wSrTwRTQLuL3xDVx,2,"Kevin Yost was a musical child, who at a very early age demonstrated a keen sense of rhythm. This quickly grew into a love of playing drums and soon after keys. Listening to his father's Chuck Mangione records, his love of music continued to grow throughout his youth. Yet his small rural farm town in Waynesboro, PA USA had no outlets to develop a child’s skill, and thus he turned to self-instruction over formal education.

The spark of jazz music was lit inside Kevin at this young age; however growing up in the early 80's",120542,842112,"The Rurals, Jimpster, Monodeluxe, Miguel Migs, Ian Pooley"
Joyce Sims,funk,deep funk,"""Come into my life"" - Deep Mix",2010,3dYI0RKy0i65nvuTzTg2nI,3LSbVquAkmScTjOiWSI4Qi,4,"Joyce Sims (born August 6, 1959 in Rochester, New York; died October 14, 2022) was an American singer, composer and pianist. Known for her '80s club anthems, her biggest hit was the soul/dance ballad, ""Come Into My Life"", which was a worldwide top ten hit in early 1988. Her debut album was largely mixed and produced by Kurtis Mantronik of hip hop crew Mantronix. Sims wrote every song on the album except ""Love Makes A Woman."" She followed the album with the single ""Who's Crying Now"" on Warlock Records in 1994.",60462,299680,"Adeva, Jaki Graham, Loose Ends, Womack & Womack, Donna Allen"
